method,postprocessed,milp_step_size,query_type,num_relations,graph_type,problem,baseline_cost,annealing_threshold,penalty_scaling,num_iterations,optimisation_time_in_ms,access_time_in_ms,cost,normalised_cost
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,5,16312645280890218,n/a,n/a,n/a,1,n/a,27418042403021504,1.6807845650356248
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,5,16312645280890218,n/a,n/a,n/a,4,n/a,16312645280890218,1.0
milp,n/a,n/a,steinbrunn,50,CYCLE,5,16312645280890218,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,True,n/a,steinbrunn,50,CYCLE,5,16312645280890218,2.55,2,1000000,358.0,5516.0,16312645280890218,1.0
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,6,27926380798378824,n/a,n/a,n/a,1,n/a,251553073197235712,9.007721946262325
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,6,27926380798378824,n/a,n/a,n/a,4,n/a,27926380798378824,1.0
milp,n/a,n/a,steinbrunn,50,CYCLE,6,27926380798378824,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,True,n/a,steinbrunn,50,CYCLE,6,27926380798378824,5.11,2,1000000,356.0,4849.0,28340526206020280,1.0148298990345894
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,7,51018484741846,n/a,n/a,n/a,1,n/a,5324659193015001,20
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,7,51018484741846,n/a,n/a,n/a,4,n/a,86378670067214,1.6930857610587782
milp,n/a,100,steinbrunn,50,CYCLE,7,51018484741846,n/a,n/a,n/a,60021,n/a,5822378965771538,20
annealing_quadratic,False,n/a,steinbrunn,50,CYCLE,7,51018484741846,2.55,2,1000000,352.0,4763.0,51018484741846,1.0
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,8,4934509487342518272,n/a,n/a,n/a,1,n/a,248985849946312507392,20
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,8,4934509487342518272,n/a,n/a,n/a,4,n/a,5454772648409712640,1.1054336124799675
milp,n/a,n/a,steinbrunn,50,CYCLE,8,4934509487342518272,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,50,CYCLE,8,4934509487342518272,0.63,2,1000000,354.0,4923.0,4934509487342518272,1.0
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,9,174441351365460256,n/a,n/a,n/a,1,n/a,13443242972113614848,20
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,9,174441351365460256,n/a,n/a,n/a,4,n/a,174547886136746400,1.0006107197086713
milp,n/a,n/a,steinbrunn,50,CYCLE,9,174441351365460256,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,50,CYCLE,9,174441351365460256,0.63,2,1000000,342.0,4750.0,174441351365460256,1.0
